,0,1,2
0,0.33386788795104183,0.3326810674831215,0.3334510445658367
1,0.31657090557787154,0.33212996389891697,0.3512991305232115
2,0.2992452911792055,0.31661008152585257,0.3841446272949419
3,0.4192780642602142,0.2895676318921063,0.2911543038476795
4,0.30312527588946764,0.33164121126511875,0.3652335128454136
5,0.2951302729528536,0.3469809760132341,0.3578887510339123
6,0.33386788795104183,0.3326810674831215,0.3334510445658367
7,0.3463641173358415,0.35941449650226326,0.29422138616189525
8,0.39158853822791495,0.33292618513138783,0.2754852766406972
9,0.3488457459825434,0.3061832123337956,0.344971041683661
10,0.37764054022855825,0.29885720881911576,0.323502250952326
11,0.2933795411089866,0.16168738049713194,0.5449330783938815
